name	display_name	description
nscutatus_homolog_ensembl_peptide	Mainland tiger snake protein or transcript stable ID	
nscutatus_homolog_chromosome	Mainland tiger snake chromosome/scaffold name	
nscutatus_homolog_chrom_start	Mainland tiger snake chromosome/scaffold start (bp)	
nscutatus_homolog_chrom_end	Mainland tiger snake chromosome/scaffold end (bp)	
nscutatus_homolog_canonical_transcript_protein	Query protein or transcript ID	
nscutatus_homolog_subtype	Last common ancestor with Mainland tiger snake	
nscutatus_homolog_orthology_type	Mainland tiger snake homology type	
nscutatus_homolog_perc_id	%id. target Mainland tiger snake gene identical to query gene	
nscutatus_homolog_perc_id_r1	%id. query gene identical to target Mainland tiger snake gene	
nscutatus_homolog_goc_score	Mainland tiger snake Gene-order conservation score	
nscutatus_homolog_wga_coverage	Mainland tiger snake Whole-genome alignment coverage	
nscutatus_homolog_orthology_confidence	Mainland tiger snake orthology confidence [0 low, 1 high]	
pnyererei_homolog_ensembl_gene	Makobe Island cichlid gene stable ID	
pnyererei_homolog_associated_gene_name	Makobe Island cichlid gene name	
pnyererei_homolog_ensembl_peptide	Makobe Island cichlid protein or transcript stable ID	
pnyererei_homolog_chromosome	Makobe Island cichlid chromosome/scaffold name	
pnyererei_homolog_chrom_start	Makobe Island cichlid chromosome/scaffold start (bp)	
pnyererei_homolog_chrom_end	Makobe Island cichlid chromosome/scaffold end (bp)	
pnyererei_homolog_canonical_transcript_protein	Query protein or transcript ID	
pnyererei_homolog_subtype	Last common ancestor with Makobe Island cichlid	
pnyererei_homolog_orthology_type	Makobe Island cichlid homology type	
pnyererei_homolog_perc_id	%id. target Makobe Island cichlid gene identical to query gene	
pnyererei_homolog_perc_id_r1	%id. query gene identical to target Makobe Island cichlid gene	
pnyererei_homolog_goc_score	Makobe Island cichlid Gene-order conservation score	
pnyererei_homolog_wga_coverage	Makobe Island cichlid Whole-genome alignment coverage	
pnyererei_homolog_orthology_confidence	Makobe Island cichlid orthology confidence [0 low, 1 high]	
kmarmoratus_homolog_ensembl_gene	Mangrove rivulus gene stable ID	
kmarmoratus_homolog_associated_gene_name	Mangrove rivulus gene name	
kmarmoratus_homolog_ensembl_peptide	Mangrove rivulus protein or transcript stable ID	
kmarmoratus_homolog_chromosome	Mangrove rivulus chromosome/scaffold name	
kmarmoratus_homolog_chrom_start	Mangrove rivulus chromosome/scaffold start (bp)	
kmarmoratus_homolog_chrom_end	Mangrove rivulus chromosome/scaffold end (bp)	
kmarmoratus_homolog_canonical_transcript_protein	Query protein or transcript ID	
kmarmoratus_homolog_subtype	Last common ancestor with Mangrove rivulus	
kmarmoratus_homolog_orthology_type	Mangrove rivulus homology type	
kmarmoratus_homolog_perc_id	%id. target Mangrove rivulus gene identical to query gene	
kmarmoratus_homolog_perc_id_r1	%id. query gene identical to target Mangrove rivulus gene	
kmarmoratus_homolog_goc_score	Mangrove rivulus Gene-order conservation score	
kmarmoratus_homolog_wga_coverage	Mangrove rivulus Whole-genome alignment coverage	
kmarmoratus_homolog_orthology_confidence	Mangrove rivulus orthology confidence [0 low, 1 high]	
gfortis_homolog_ensembl_gene	Medium ground-finch gene stable ID	
gfortis_homolog_associated_gene_name	Medium ground-finch gene name	
gfortis_homolog_ensembl_peptide	Medium ground-finch protein or transcript stable ID	
gfortis_homolog_chromosome	Medium ground-finch chromosome/scaffold name	
gfortis_homolog_chrom_start	Medium ground-finch chromosome/scaffold start (bp)	
gfortis_homolog_chrom_end	Medium ground-finch chromosome/scaffold end (bp)	
gfortis_homolog_canonical_transcript_protein	Query protein or transcript ID	
gfortis_homolog_subtype	Last common ancestor with Medium ground-finch	
gfortis_homolog_orthology_type	Medium ground-finch homology type	
gfortis_homolog_perc_id	%id. target Medium ground-finch gene identical to query gene	
gfortis_homolog_perc_id_r1	%id. query gene identical to target Medium ground-finch gene	
gfortis_homolog_goc_score	Medium ground-finch Gene-order conservation score	
gfortis_homolog_wga_coverage	Medium ground-finch Whole-genome alignment coverage	
gfortis_homolog_orthology_confidence	Medium ground-finch orthology confidence [0 low, 1 high]	
pvampyrus_homolog_ensembl_gene	Megabat gene stable ID	
pvampyrus_homolog_associated_gene_name	Megabat gene name	
pvampyrus_homolog_ensembl_peptide	Megabat protein or transcript stable ID	
pvampyrus_homolog_chromosome	Megabat chromosome/scaffold name	
pvampyrus_homolog_chrom_start	Megabat chromosome/scaffold start (bp)	
pvampyrus_homolog_chrom_end	Megabat chromosome/scaffold end (bp)	
pvampyrus_homolog_canonical_transcript_protein	Query protein or transcript ID	
pvampyrus_homolog_subtype	Last common ancestor with Megabat	
pvampyrus_homolog_orthology_type	Megabat homology type	
pvampyrus_homolog_perc_id	%id. target Megabat gene identical to query gene	
pvampyrus_homolog_perc_id_r1	%id. query gene identical to target Megabat gene	
pvampyrus_homolog_goc_score	Megabat Gene-order conservation score	
pvampyrus_homolog_wga_coverage	Megabat Whole-genome alignment coverage	
pvampyrus_homolog_orthology_confidence	Megabat orthology confidence [0 low, 1 high]	
amexicanus_homolog_ensembl_gene	Mexican tetra gene stable ID	
amexicanus_homolog_associated_gene_name	Mexican tetra gene name	
amexicanus_homolog_ensembl_peptide	Mexican tetra protein or transcript stable ID	
amexicanus_homolog_chromosome	Mexican tetra chromosome/scaffold name	
amexicanus_homolog_chrom_start	Mexican tetra chromosome/scaffold start (bp)	
amexicanus_homolog_chrom_end	Mexican tetra chromosome/scaffold end (bp)	
amexicanus_homolog_canonical_transcript_protein	Query protein or transcript ID	
amexicanus_homolog_subtype	Last common ancestor with Mexican tetra	
amexicanus_homolog_orthology_type	Mexican tetra homology type	
amexicanus_homolog_perc_id	%id. target Mexican tetra gene identical to query gene	
amexicanus_homolog_perc_id_r1	%id. query gene identical to target Mexican tetra gene	
amexicanus_homolog_goc_score	Mexican tetra Gene-order conservation score	
amexicanus_homolog_wga_coverage	Mexican tetra Whole-genome alignment coverage	
amexicanus_homolog_orthology_confidence	Mexican tetra orthology confidence [0 low, 1 high]	
mlucifugus_homolog_ensembl_gene	Microbat gene stable ID	
mlucifugus_homolog_associated_gene_name	Microbat gene name	
mlucifugus_homolog_ensembl_peptide	Microbat protein or transcript stable ID	
mlucifugus_homolog_chromosome	Microbat chromosome/scaffold name	
mlucifugus_homolog_chrom_start	Microbat chromosome/scaffold start (bp)	
mlucifugus_homolog_chrom_end	Microbat chromosome/scaffold end (bp)	
mlucifugus_homolog_canonical_transcript_protein	Query protein or transcript ID	
mlucifugus_homolog_subtype	Last common ancestor with Microbat	
mlucifugus_homolog_orthology_type	Microbat homology type	
mlucifugus_homolog_perc_id	%id. target Microbat gene identical to query gene	
mlucifugus_homolog_perc_id_r1	%id. query gene identical to target Microbat gene	
mlucifugus_homolog_goc_score	Microbat Gene-order conservation score	
mlucifugus_homolog_wga_coverage	Microbat Whole-genome alignment coverage	
mlucifugus_homolog_orthology_confidence	Microbat orthology confidence [0 low, 1 high]	
acitrinellus_homolog_ensembl_gene	Midas cichlid gene stable ID	
acitrinellus_homolog_associated_gene_name	Midas cichlid gene name	
acitrinellus_homolog_ensembl_peptide	Midas cichlid protein or transcript stable ID	
acitrinellus_homolog_chromosome	Midas cichlid chromosome/scaffold name	
acitrinellus_homolog_chrom_start	Midas cichlid chromosome/scaffold start (bp)	
acitrinellus_homolog_chrom_end	Midas cichlid chromosome/scaffold end (bp)	
acitrinellus_homolog_canonical_transcript_protein	Query protein or transcript ID	
acitrinellus_homolog_subtype	Last common ancestor with Midas cichlid	
acitrinellus_homolog_orthology_type	Midas cichlid homology type	
acitrinellus_homolog_perc_id	%id. target Midas cichlid gene identical to query gene	
acitrinellus_homolog_perc_id_r1	%id. query gene identical to target Midas cichlid gene	
acitrinellus_homolog_goc_score	Midas cichlid Gene-order conservation score	
acitrinellus_homolog_wga_coverage	Midas cichlid Whole-genome alignment coverage	
acitrinellus_homolog_orthology_confidence	Midas cichlid orthology confidence [0 low, 1 high]	
mmusculus_homolog_ensembl_gene	Mouse gene stable ID	
mmusculus_homolog_associated_gene_name	Mouse gene name	
mmusculus_homolog_ensembl_peptide	Mouse protein or transcript stable ID	
mmusculus_homolog_chromosome	Mouse chromosome/scaffold name	
mmusculus_homolog_chrom_start	Mouse chromosome/scaffold start (bp)	
mmusculus_homolog_chrom_end	Mouse chromosome/scaffold end (bp)	
mmusculus_homolog_canonical_transcript_protein	Query protein or transcript ID	
mmusculus_homolog_subtype	Last common ancestor with Mouse	
mmusculus_homolog_orthology_type	Mouse homology type	
mmusculus_homolog_perc_id	%id. target Mouse gene identical to query gene	
mmusculus_homolog_perc_id_r1	%id. query gene identical to target Mouse gene	
mmusculus_homolog_goc_score	Mouse Gene-order conservation score	
mmusculus_homolog_wga_coverage	Mouse Whole-genome alignment coverage	
mmusculus_homolog_orthology_confidence	Mouse orthology confidence [0 low, 1 high]	
mmurinus_homolog_ensembl_gene	Mouse Lemur gene stable ID	
mmurinus_homolog_associated_gene_name	Mouse Lemur gene name	
mmurinus_homolog_ensembl_peptide	Mouse Lemur protein or transcript stable ID	
mmurinus_homolog_chromosome	Mouse Lemur chromosome/scaffold name	
mmurinus_homolog_chrom_start	Mouse Lemur chromosome/scaffold start (bp)	
mmurinus_homolog_chrom_end	Mouse Lemur chromosome/scaffold end (bp)	
mmurinus_homolog_canonical_transcript_protein	Query protein or transcript ID	
mmurinus_homolog_subtype	Last common ancestor with Mouse Lemur	
mmurinus_homolog_orthology_type	Mouse Lemur homology type	
mmurinus_homolog_perc_id	%id. target Mouse Lemur gene identical to query gene	
mmurinus_homolog_perc_id_r1	%id. query gene identical to target Mouse Lemur gene	
mmurinus_homolog_goc_score	Mouse Lemur Gene-order conservation score	
mmurinus_homolog_wga_coverage	Mouse Lemur Whole-genome alignment coverage	
mmurinus_homolog_orthology_confidence	Mouse Lemur orthology confidence [0 low, 1 high]	
fheteroclitus_homolog_ensembl_gene	Mummichog gene stable ID	
fheteroclitus_homolog_associated_gene_name	Mummichog gene name	
fheteroclitus_homolog_ensembl_peptide	Mummichog protein or transcript stable ID	
fheteroclitus_homolog_chromosome	Mummichog chromosome/scaffold name	
fheteroclitus_homolog_chrom_start	Mummichog chromosome/scaffold start (bp)	
fheteroclitus_homolog_chrom_end	Mummichog chromosome/scaffold end (bp)	
fheteroclitus_homolog_canonical_transcript_protein	Query protein or transcript ID	
fheteroclitus_homolog_subtype	Last common ancestor with Mummichog	
fheteroclitus_homolog_orthology_type	Mummichog homology type	
fheteroclitus_homolog_perc_id	%id. target Mummichog gene identical to query gene	
fheteroclitus_homolog_perc_id_r1	%id. query gene identical to target Mummichog gene	
fheteroclitus_homolog_goc_score	Mummichog Gene-order conservation score	
fheteroclitus_homolog_wga_coverage	Mummichog Whole-genome alignment coverage	
fheteroclitus_homolog_orthology_confidence	Mummichog orthology confidence [0 low, 1 high]	
hgfemale_homolog_ensembl_gene	Naked mole-rat female gene stable ID	
hgfemale_homolog_associated_gene_name	Naked mole-rat female gene name	
hgfemale_homolog_ensembl_peptide	Naked mole-rat female protein or transcript stable ID	
hgfemale_homolog_chromosome	Naked mole-rat female chromosome/scaffold name	
hgfemale_homolog_chrom_start	Naked mole-rat female chromosome/scaffold start (bp)	
hgfemale_homolog_chrom_end	Naked mole-rat female chromosome/scaffold end (bp)	
hgfemale_homolog_canonical_transcript_protein	Query protein or transcript ID	
hgfemale_homolog_subtype	Last common ancestor with Naked mole-rat female	
hgfemale_homolog_orthology_type	Naked mole-rat female homology type	
hgfemale_homolog_perc_id	%id. target Naked mole-rat female gene identical to query gene	
hgfemale_homolog_perc_id_r1	%id. query gene identical to target Naked mole-rat female gene	
hgfemale_homolog_goc_score	Naked mole-rat female Gene-order conservation score	
hgfemale_homolog_wga_coverage	Naked mole-rat female Whole-genome alignment coverage	
hgfemale_homolog_orthology_confidence	Naked mole-rat female orthology confidence [0 low, 1 high]	
mmonoceros_homolog_ensembl_gene	Narwhal gene stable ID	
mmonoceros_homolog_associated_gene_name	Narwhal gene name	
mmonoceros_homolog_ensembl_peptide	Narwhal protein or transcript stable ID	
mmonoceros_homolog_chromosome	Narwhal chromosome/scaffold name	
mmonoceros_homolog_chrom_start	Narwhal chromosome/scaffold start (bp)	
mmonoceros_homolog_chrom_end	Narwhal chromosome/scaffold end (bp)	
mmonoceros_homolog_canonical_transcript_protein	Query protein or transcript ID	
mmonoceros_homolog_subtype	Last common ancestor with Narwhal	
mmonoceros_homolog_orthology_type	Narwhal homology type	
mmonoceros_homolog_perc_id	%id. target Narwhal gene identical to query gene	
mmonoceros_homolog_perc_id_r1	%id. query gene identical to target Narwhal gene	
mmonoceros_homolog_goc_score	Narwhal Gene-order conservation score	
mmonoceros_homolog_wga_coverage	Narwhal Whole-genome alignment coverage	
mmonoceros_homolog_orthology_confidence	Narwhal orthology confidence [0 low, 1 high]	
oniloticus_homolog_ensembl_gene	Nile tilapia gene stable ID	
oniloticus_homolog_associated_gene_name	Nile tilapia gene name	
oniloticus_homolog_ensembl_peptide	Nile tilapia protein or transcript stable ID	
oniloticus_homolog_chromosome	Nile tilapia chromosome/scaffold name	
oniloticus_homolog_chrom_start	Nile tilapia chromosome/scaffold start (bp)	
oniloticus_homolog_chrom_end	Nile tilapia chromosome/scaffold end (bp)	
oniloticus_homolog_canonical_transcript_protein	Query protein or transcript ID	
oniloticus_homolog_subtype	Last common ancestor with Nile tilapia	
oniloticus_homolog_orthology_type	Nile tilapia homology type	
oniloticus_homolog_perc_id	%id. target Nile tilapia gene identical to query gene	
oniloticus_homolog_perc_id_r1	%id. query gene identical to target Nile tilapia gene	
oniloticus_homolog_goc_score	Nile tilapia Gene-order conservation score	
oniloticus_homolog_wga_coverage	Nile tilapia Whole-genome alignment coverage	
oniloticus_homolog_orthology_confidence	Nile tilapia orthology confidence [0 low, 1 high]	
pmbairdii_homolog_ensembl_gene	Northern American deer mouse gene stable ID	
pmbairdii_homolog_associated_gene_name	Northern American deer mouse gene name	
pmbairdii_homolog_ensembl_peptide	Northern American deer mouse protein or transcript stable ID	
pmbairdii_homolog_chromosome	Northern American deer mouse chromosome/scaffold name	
pmbairdii_homolog_chrom_start	Northern American deer mouse chromosome/scaffold start (bp)	
pmbairdii_homolog_chrom_end	Northern American deer mouse chromosome/scaffold end (bp)	
pmbairdii_homolog_canonical_transcript_protein	Query protein or transcript ID	
pmbairdii_homolog_subtype	Last common ancestor with Northern American deer mouse	
pmbairdii_homolog_orthology_type	Northern American deer mouse homology type	
pmbairdii_homolog_perc_id	%id. target Northern American deer mouse gene identical to query gene	
pmbairdii_homolog_perc_id_r1	%id. query gene identical to target Northern American deer mouse gene	
pmbairdii_homolog_goc_score	Northern American deer mouse Gene-order conservation score	
pmbairdii_homolog_wga_coverage	Northern American deer mouse Whole-genome alignment coverage	
pmbairdii_homolog_orthology_confidence	Northern American deer mouse orthology confidence [0 low, 1 high]	
elucius_homolog_ensembl_gene	Northern pike gene stable ID	
